City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Komsomolskiy,UZ,2022-09-20 16:11:54,40.4272,71.7189,74.12,40,11,9.22
296,Pochutla,MX,2022-09-20 16:11:54,15.7432,-96.4661,78.82,85,100,2.01
297,Iqaluit,CA,2022-09-20 16:11:55,63.7506,-68.5145,38.93,80,100,4.61
298,Talnakh,RU,2022-09-20 16:11:55,69.4865,88.3972,24.21,79,80,3.33
299,Sur,OM,2022-09-20 16:11:55,22.5667,59.5289,82.69,71,0,14.18
300,Upata,VE,2022-09-20 16:11:56,8.0086,-62.3989,87.19,62,100,4.5
301,Riyadh,SA,2022-09-20 16:10:11,24.6877,46.7219,95.14,13,31,15.21
302,Oranjemund,NA,2022-09-20 16:11:56,-28.55,16.4333,60.51,61,0,19.15
303,Burriana,ES,2022-09-20 16:11:56,39.889,-0.085,82.96,71,8,8.39
304,Ostersund,SE,2022-09-20 16:11:57,63.1792,14.6357,47.61,66,75,11.01
305,Taksimo,RU,2022-09-20 16:11:57,56.3444,114.8794,38.53,91,90,3.29
306,Jaitaran,IN,2022-09-20 16:11:57,26.2031,73.9364,84.54,49,52,5.77
307,Pyaozerskiy,RU,2022-09-20 16:11:58,65.8333,31.1667,45.79,73,100,13.6
308,Da Nang,VN,2022-09-20 16:11:58,16.0678,108.2208,85.98,70,20,3.44
309,Petropavlovsk-Kamchatskiy,RU,2022-09-20 16:11:59,53.0452,158.6483,46.99,76,75,11.18
310,Kibala,TD,2022-09-20 16:11:59,9.1104,18.3463,73.29,96,100,3.71
311,Xichang,CN,2022-09-20 16:11:12,27.8964,102.2634,65.95,93,100,1.77
312,Rio Gallegos,AR,2022-09-20 16:11:59,-51.6226,-69.2181,48.25,37,0,20.71
313,Shingu,JP,2022-09-20 16:09:41,33.7333,135.9833,65.66,71,100,4.81
314,Nishihara,JP,2022-09-20 16:12:00,26.1842,127.7558,79.88,74,33,18.41
315,Clinton,US,2022-09-20 16:09:32,42.587,-82.9199,80.94,59,100,8.05
316,Wajid,SO,2022-09-20 16:12:00,3.8093,43.2471,86.56,40,99,18.61
317,Onokhoy,RU,2022-09-20 16:13:01,51.932,108.0747,49.75,86,100,11.3
318,Mitsamiouli,KM,2022-09-20 16:10:45,-11.3847,43.2844,75.85,77,4,8.23
319,Haverfordwest,GB,2022-09-20 16:13:01,51.8017,-4.9691,64.58,76,34,6.49
320,Inhambane,MZ,2022-09-20 16:11:21,-23.865,35.3833,74.26,90,0,16.82
321,Lop Buri,TH,2022-09-20 16:13:01,14.7981,100.654,79.14,93,100,6.58
322,Pacific Grove,US,2022-09-20 16:09:29,36.6177,-121.9166,65.01,90,0,5.01
323,Aswan,EG,2022-09-20 16:13:03,24.0934,32.907,92.88,22,0,10.31
324,Saskylakh,RU,2022-09-20 16:13:04,71.9167,114.0833,26.38,87,98,17.52
325,Gazojak,TM,2022-09-20 16:13:04,41.1875,61.4036,80.49,11,0,7.02
326,Ogbomosho,NG,2022-09-20 16:13:06,8.133,4.25,86.18,84,73,4.85
327,Sao Sebastiao,BR,2022-09-20 16:13:06,-23.76,-45.4097,73.8,72,41,4.88
328,Vila Do Maio,CV,2022-09-20 16:13:06,15.1333,-23.2167,86.79,72,98,12.8
329,Mount Vernon,US,2022-09-20 16:13:07,40.9126,-73.8371,78.48,61,40,12.66
330,Sar-E Pul,AF,2022-09-20 16:13:07,35.8333,66.1667,61.48,34,0,3.27
331,Ossora,RU,2022-09-20 16:13:07,59.2353,163.0719,51.15,98,100,11.5
332,Buraydah,SA,2022-09-20 16:13:08,26.326,43.975,97.9,9,77,10.98
333,Totness,SR,2022-09-20 16:13:08,5.8833,-56.3167,82.99,71,99,3.49
334,Omsukchan,RU,2022-09-20 16:13:09,62.5333,155.8,35.15,100,100,5.1
335,Chuy,UY,2022-09-20 16:13:09,-33.6971,-53.4616,58.73,73,100,12.57
336,Lorengau,PG,2022-09-20 16:13:09,-2.0226,147.2712,79.77,81,100,8.03
337,Ippy,CF,2022-09-20 16:13:10,6.2679,21.2247,74.84,93,90,3.98
338,Sisimiut,GL,2022-09-20 16:13:10,66.9395,-53.6735,39.2,86,99,9.55
339,Puerto Ayacucho,VE,2022-09-20 16:13:10,5.6639,-67.6236,87.98,61,4,1.9
340,Padang,ID,2022-09-20 16:13:11,-0.9492,100.3543,78.01,86,94,3.36
341,Siemiatycze,PL,2022-09-20 16:13:11,52.4272,22.8623,52.34,84,100,7.7
342,Lazaro Cardenas,MX,2022-09-20 16:13:11,17.9583,-102.2,77.99,88,100,5.39
343,Olafsvik,IS,2022-09-20 16:13:12,64.8945,-23.7142,50.9,96,100,14.56
344,Calbuco,CL,2022-09-20 16:09:17,-41.768,-73.1273,52.81,77,31,0.29
345,Ngama,TD,2022-09-20 16:13:12,11.7833,17.1667,82.36,70,100,9.35
346,Gwanda,ZW,2022-09-20 16:13:13,-20.9333,29.0,80.01,21,81,4.47
347,Ailigandi,PA,2022-09-20 16:13:13,9.2333,-78.0167,86.54,62,86,4.47
348,Abnub,EG,2022-09-20 16:13:14,27.2696,31.1511,88.95,17,0,11.18
349,Tamiahua,MX,2022-09-20 16:13:14,21.2667,-97.45,81.25,79,26,7.29
350,Hami,CN,2022-09-20 16:13:14,42.8,93.45,72.09,17,19,6.26
351,Belaya Gora,RU,2022-09-20 16:12:48,68.5333,146.4167,36.41,80,100,14.09
352,Chokurdakh,RU,2022-09-20 16:13:15,70.6333,147.9167,32.5,80,100,13.71
353,Christchurch,NZ,2022-09-20 16:09:57,-43.5333,172.6333,49.91,85,100,11.5
354,Acarau,BR,2022-09-20 16:13:15,-2.8856,-40.12,89.38,50,84,19.15
355,Monticello,US,2022-09-20 16:13:16,45.3055,-93.7941,77.99,80,40,9.22
356,Alice Springs,AU,2022-09-20 16:13:16,-23.7,133.8833,58.55,26,2,2.3
357,Ambunti,PG,2022-09-20 16:13:17,-4.2365,142.8448,72.95,99,100,1.3
358,Okhotsk,RU,2022-09-20 16:13:17,59.3833,143.3,39.33,78,61,8.99
359,Huanren,CN,2022-09-20 16:13:17,41.2647,125.3667,41.23,75,0,1.01
360,Takoradi,GH,2022-09-20 16:13:18,4.8845,-1.7554,78.15,78,95,11.88
361,Adeje,ES,2022-09-20 16:14:18,28.1227,-16.726,77.22,80,40,14.97
362,Pankrushikha,RU,2022-09-20 16:14:19,53.8319,80.3406,56.21,77,36,6.35
363,Tautira,PF,2022-09-20 16:14:19,-17.7333,-149.15,76.59,77,37,17.34
364,Bowen,AU,2022-09-20 16:14:19,-20.0167,148.2333,74.12,82,84,10.83
365,Suez,EG,2022-09-20 16:14:20,29.9737,32.5263,83.82,50,5,15.1
366,Sinnamary,GF,2022-09-20 16:14:20,5.3833,-52.95,84.56,72,63,12.26
367,Lumberton,US,2022-09-20 16:14:20,34.6182,-79.0086,89.46,48,0,0.0
368,Santa Isabel,BR,2022-09-20 16:14:21,-23.3156,-46.2214,81.7,42,88,10.4
369,Samur,RU,2022-09-20 16:14:21,41.8253,48.486,70.84,79,0,2.93
370,Reconquista,AR,2022-09-20 16:11:55,-29.15,-59.65,69.62,64,100,2.42
371,Pyryatyn,UA,2022-09-20 16:14:21,50.2445,32.5107,54.01,79,100,12.68
372,Angola,AO,2022-09-20 16:14:22,-12.5,18.5,80.47,36,86,6.11
373,Qrendi,MT,2022-09-20 16:14:22,35.8347,14.4583,80.26,74,100,6.91
374,Namatanai,PG,2022-09-20 16:14:23,-3.6667,152.4333,78.46,80,97,4.27
375,Ferkessedougou,CI,2022-09-20 16:14:23,9.6,-5.2,72.36,95,100,5.23
376,Adre,TD,2022-09-20 16:14:23,13.4667,22.2,82.06,54,100,3.74
377,Atchison,US,2022-09-20 16:14:24,39.563,-95.1216,92.32,29,0,18.25
378,Mitu,CO,2022-09-20 16:14:24,1.1983,-70.1733,90.27,52,15,3.38
379,San Patricio,US,2022-09-20 16:14:24,28.017,-97.5169,89.49,55,6,7.81
380,Usinsk,RU,2022-09-20 16:14:25,65.9939,57.5281,50.27,82,96,15.79
381,Pemangkat,ID,2022-09-20 16:14:25,1.1667,108.9667,79.32,78,100,4.85
382,Reyes,BO,2022-09-20 16:14:25,-14.3167,-67.3833,96.62,34,9,7.36
383,Ngunguru,NZ,2022-09-20 16:14:26,-35.6167,174.5,56.35,91,100,8.75
384,Salisbury,GB,2022-09-20 16:14:26,51.0693,-1.7957,67.46,50,75,3.44
385,Taoudenni,ML,2022-09-20 16:14:26,22.6783,-3.9836,111.45,7,0,14.0
386,Akhtubinsk,RU,2022-09-20 16:10:41,48.2795,46.1722,70.54,66,84,4.38
387,Hamilton,US,2022-09-20 16:12:13,39.1834,-84.5333,83.64,68,0,4.61
388,San Pedro,PH,2022-09-20 16:14:27,14.35,121.0167,78.35,93,100,2.3
389,Saint George,US,2022-09-20 16:14:27,37.1041,-113.5841,76.78,33,0,3.44
390,Itupiranga,BR,2022-09-20 16:14:28,-5.1347,-49.3267,97.12,28,26,0.56
391,Viedma,AR,2022-09-20 16:10:29,-40.8135,-62.9967,52.75,48,49,23.44
392,Kieta,PG,2022-09-20 16:14:28,-6.2167,155.6333,77.52,84,100,0.69
393,Soltsy,RU,2022-09-20 16:14:28,58.1239,30.3238,50.05,89,100,3.53
394,Baykit,RU,2022-09-20 16:14:29,61.67,96.37,33.98,75,86,14.47
395,Oistins,BB,2022-09-20 16:14:15,13.0667,-59.5333,89.69,66,40,21.85
396,Lompoc,US,2022-09-20 16:14:29,34.6391,-120.4579,68.68,96,20,3.44
397,Magadan,RU,2022-09-20 16:14:29,59.5667,150.8,38.53,94,100,10.98
398,Nago,JP,2022-09-20 16:14:30,26.5881,127.9761,79.23,76,36,15.26
399,Shimoda,JP,2022-09-20 16:14:30,34.6667,138.95,65.1,88,100,16.51
400,Fernie,CA,2022-09-20 16:14:06,49.5,-115.0687,43.48,68,9,4.0
401,Beni,CD,2022-09-20 16:14:31,0.5,29.4667,67.89,83,92,1.88
402,Atambua,ID,2022-09-20 16:14:31,-9.1061,124.8925,73.81,85,58,4.43
403,Saint-Pierre,RE,2022-09-20 16:14:31,-21.3393,55.4781,71.28,78,20,17.27
404,Ponorogo,ID,2022-09-20 16:14:32,-7.8685,111.462,75.42,84,100,4.76
405,Luba,GQ,2022-09-20 16:14:32,3.4568,8.5547,84.09,82,98,4.0
406,Madimba,TZ,2022-09-20 16:15:32,-10.4,40.3333,73.94,79,16,9.82
407,San Cristobal,VE,2022-09-20 16:15:33,7.7669,-72.225,78.98,39,16,4.23
408,Palmer,US,2022-09-20 16:15:33,42.1584,-72.3287,74.55,69,75,3.44
409,Sistranda,NO,2022-09-20 16:15:33,63.7256,8.834,53.56,62,19,3.94
410,Santiago,CL,2022-09-20 16:11:58,-33.4569,-70.6483,54.28,65,100,11.5
411,Sola,VU,2022-09-20 16:15:34,-13.8833,167.55,79.97,78,45,17.58
412,Port Blair,IN,2022-09-20 16:15:34,11.6667,92.75,80.64,78,75,2.3
413,Pregradnoye,RU,2022-09-20 16:15:34,45.8218,41.7469,66.22,59,64,7.74
414,Watsa,CD,2022-09-20 16:14:29,3.0372,29.5355,71.62,83,88,1.99
415,Waipawa,NZ,2022-09-20 16:15:35,-41.4122,175.5153,45.54,92,79,4.43
416,Tilichiki,RU,2022-09-20 16:15:35,60.4667,166.1,42.62,89,100,46.28
417,Durham,US,2022-09-20 16:12:29,36.0335,-78.8664,89.78,60,20,4.61
418,Tezu,IN,2022-09-20 16:15:36,27.9167,96.1667,75.67,98,100,3.47
419,Masuda,JP,2022-09-20 16:15:36,34.6667,131.85,62.08,71,59,12.62
420,Nuqui,CO,2022-09-20 16:15:36,5.7125,-77.2708,81.61,72,100,2.93
421,Rzeszow,PL,2022-09-20 16:15:37,50.0413,21.999,53.62,76,40,3.44
422,Kalmunai,LK,2022-09-20 16:15:37,7.4167,81.8167,82.6,77,42,4.97
423,La Libertad,EC,2022-09-20 16:15:37,-2.2333,-80.9,71.26,88,100,9.22
424,Sorland,NO,2022-09-20 16:15:38,67.667,12.6934,48.06,62,87,10.25
425,Aleppo,SY,2022-09-20 16:15:38,36.25,37.5,81.41,52,15,18.92
426,Dire,ML,2022-09-20 16:15:38,12.2833,-10.9667,81.95,75,100,2.84
427,Zelenoborskiy,RU,2022-09-20 16:15:39,66.845,32.3622,45.07,71,71,15.46
428,Raisinghnagar,IN,2022-09-20 16:15:39,29.5358,73.4492,90.46,29,10,8.43
429,Barabai,ID,2022-09-20 16:15:40,-2.5833,115.3833,71.76,98,98,2.21
430,Choix,MX,2022-09-20 16:15:40,26.7092,-108.3219,82.44,78,94,0.78
431,Zwedru,LR,2022-09-20 16:15:40,6.0667,-8.1281,77.63,91,79,5.37
432,Faya,SA,2022-09-20 16:15:06,18.3851,42.4509,66.31,66,84,9.64
433,Pitea,SE,2022-09-20 16:15:41,65.3172,21.4794,48.29,59,5,5.66
434,Ouango,CF,2022-09-20 16:15:41,4.3133,22.5552,74.26,95,70,1.48
435,Awjilah,LY,2022-09-20 16:15:41,29.1081,21.2869,97.23,16,0,5.99
436,Umm Lajj,SA,2022-09-20 16:15:42,25.0213,37.2685,83.21,65,0,8.86
437,Berlevag,NO,2022-09-20 16:11:59,70.8578,29.0864,42.75,75,75,19.57
438,Ahipara,NZ,2022-09-20 16:15:42,-35.1667,173.1667,55.06,93,66,5.93
439,Balkhash,KZ,2022-09-20 16:15:42,46.844,74.9804,67.96,22,0,21.59
440,Santiago Del Estero,AR,2022-09-20 16:12:12,-27.7951,-64.2615,60.3,54,100,6.6
441,Juegang,CN,2022-09-20 16:15:43,32.3174,121.1855,68.99,63,40,11.59
442,Troitsko-Pechorsk,RU,2022-09-20 16:15:43,62.7084,56.1964,54.28,70,75,13.29
443,Tura,IN,2022-09-20 16:15:44,25.5198,90.2201,75.25,93,96,5.84
444,Mudon,MM,2022-09-20 16:15:44,16.2578,97.7164,75.27,94,100,3.69
445,Kiama,AU,2022-09-20 16:15:44,-34.6833,150.8667,62.01,89,99,7.83
446,Severo-Kurilsk,RU,2022-09-20 16:15:44,50.6789,156.125,48.09,74,43,20.15
447,Broken Hill,AU,2022-09-20 16:15:45,-31.95,141.4333,57.74,79,97,20.31
448,Maragogi,BR,2022-09-20 16:15:45,-9.0122,-35.2225,80.17,61,5,9.13
449,Russell,US,2022-09-20 16:15:45,32.3502,-85.1999,88.88,58,0,6.91
450,Arawa,PG,2022-09-20 16:15:46,-6.2132,155.5367,75.58,91,100,0.67
451,Praia Da Vitoria,PT,2022-09-20 16:15:46,38.7333,-27.0667,78.76,83,40,1.57
452,Richards Bay,ZA,2022-09-20 16:16:46,-28.783,32.0377,63.75,85,100,11.45
453,Ylivieska,FI,2022-09-20 16:16:47,64.0833,24.55,46.31,74,100,7.05
454,Amapa,BR,2022-09-20 16:16:47,1.0,-52.0,97.32,31,4,4.54
455,Olden,NO,2022-09-20 16:16:48,61.8364,6.8064,50.74,54,8,2.42
456,Kirakira,SB,2022-09-20 16:16:48,-10.4544,161.9205,78.19,88,100,14.58
457,Trairi,BR,2022-09-20 16:16:11,-3.2778,-39.2689,87.78,50,99,17.49
458,Khartoum,SD,2022-09-20 16:13:40,15.5518,32.5324,96.55,30,79,8.75
459,Bossangoa,CF,2022-09-20 16:16:48,6.4926,17.4552,74.26,92,100,4.12
460,Kalevala,RU,2022-09-20 16:16:49,65.2,31.1667,46.58,70,100,11.23
461,Nacogdoches,US,2022-09-20 16:16:49,31.6002,-94.6335,89.56,64,0,5.75
462,Lodeynoye Pole,RU,2022-09-20 16:16:49,60.726,33.5531,49.19,89,100,6.35
463,Fushe-Arrez,AL,2022-09-20 16:16:51,42.0622,20.0167,63.9,54,1,6.08
464,Grafton,US,2022-09-20 16:16:51,42.207,-71.6856,67.84,90,100,5.75
465,Mehamn,NO,2022-09-20 16:16:51,71.0357,27.8492,42.71,81,75,14.97
466,Itoman,JP,2022-09-20 16:16:52,26.1247,127.6694,79.18,78,34,19.57
467,Latung,PH,2022-09-20 16:16:52,5.5,120.8833,84.04,68,93,3.02
468,Igarka,RU,2022-09-20 16:16:52,67.4667,86.5833,30.83,71,82,6.44
469,Otavi,NA,2022-09-20 16:16:53,-19.65,17.3333,77.99,11,2,2.46
470,Gladstone,AU,2022-09-20 16:14:27,-23.85,151.25,67.93,77,75,5.75
471,Parabel,RU,2022-09-20 16:16:53,58.6978,81.4825,42.96,91,93,6.2
472,Trincomalee,LK,2022-09-20 16:16:53,8.5711,81.2335,82.22,71,36,11.36
473,Ampanihy,MG,2022-09-20 16:16:54,-24.7,44.75,79.32,39,0,11.97
474,Lata,PT,2022-09-20 16:16:54,40.1629,-8.3327,88.92,47,11,8.72
475,Cockburn Town,TC,2022-09-20 16:16:55,21.4612,-71.1419,79.11,92,100,47.45
476,Okha,RU,2022-09-20 16:16:55,53.5739,142.9478,43.79,77,100,21.9
477,Geraldton,AU,2022-09-20 16:16:55,-28.7667,114.6,59.41,82,100,5.75
478,Narsaq,GL,2022-09-20 16:16:56,60.9167,-46.05,43.02,65,97,3.51
479,Bang Sai,TH,2022-09-20 16:16:56,14.2124,100.4966,84.16,89,100,4.7
480,Gat,IL,2022-09-20 16:11:56,31.61,34.7642,79.48,100,18,10.4
481,Porto Santo,PT,2022-09-20 16:16:56,33.072,-16.3415,77.38,78,40,12.66
482,Marakkanam,IN,2022-09-20 16:16:57,12.2,79.95,83.68,75,100,7.87
483,Mazyr,BY,2022-09-20 16:16:57,52.0495,29.2456,49.93,85,100,4.99
484,Kaseda,JP,2022-09-20 16:16:57,31.4167,130.3167,72.9,73,67,2.77
485,Plainview,US,2022-09-20 16:12:52,40.7765,-73.4673,77.59,61,20,9.22
486,Kollam,IN,2022-09-20 16:16:58,8.8833,76.6,78.35,87,62,8.95
487,Voskresenskoye,RU,2022-09-20 16:16:58,56.8381,45.4317,54.03,70,27,7.99
488,Imbituba,BR,2022-09-20 16:16:58,-28.24,-48.6703,70.86,71,53,8.9
489,Back Mountain,US,2022-09-20 16:16:59,41.3359,-75.9963,70.07,80,4,8.3
490,Coolum Beach,AU,2022-09-20 16:16:59,-26.5333,153.1,63.1,95,32,6.85
491,Beloha,MG,2022-09-20 16:16:59,-25.1667,45.05,75.18,56,0,12.26
492,Moose Factory,CA,2022-09-20 16:17:00,51.2585,-80.6094,60.8,82,100,8.05
493,Yaan,NG,2022-09-20 16:17:00,7.3833,8.5667,78.55,85,98,0.89
494,Estelle,US,2022-09-20 16:17:00,29.8458,-90.1067,88.0,53,20,8.05
495,Kandrian,PG,2022-09-20 16:17:01,-6.2167,149.55,75.07,92,96,4.05
496,Andenes,NO,2022-09-20 16:17:01,69.3143,16.1194,44.92,70,75,9.22
497,Asyut,EG,2022-09-20 16:16:57,27.181,31.1837,88.99,17,0,11.39
498,Tornio,FI,2022-09-20 16:18:01,65.8481,24.1466,46.42,62,14,9.17
499,La Peca,PE,2022-09-20 16:18:02,-5.6111,-78.435,85.37,45,12,3.4
500,Sobolevo,RU,2022-09-20 16:18:02,54.4299,31.8996,49.37,84,21,3.85
501,Jiwani,PK,2022-09-20 16:18:03,25.05,61.7417,80.13,80,7,12.64
502,Veshenskaya,RU,2022-09-20 16:18:03,49.6303,41.7334,61.39,44,11,7.09
503,Caarapo,BR,2022-09-20 16:18:04,-22.6342,-54.8222,69.64,86,100,4.72
504,Rocha,UY,2022-09-20 16:18:04,-34.4833,-54.3333,56.1,73,99,13.06
505,Santa Maria,BR,2022-09-20 16:18:04,-29.6842,-53.8069,70.03,65,95,4.88
506,Chapais,CA,2022-09-20 16:17:50,49.7834,-74.8492,56.98,41,96,7.74
507,Puerto Del Rosario,ES,2022-09-20 16:18:05,28.5004,-13.8627,78.55,73,20,11.5
508,Vanavara,RU,2022-09-20 16:18:05,60.34,102.2797,32.79,87,78,13.87
509,Dubbo,AU,2022-09-20 16:18:06,-32.25,148.6167,55.53,82,100,9.22
510,Sioux Lookout,CA,2022-09-20 16:18:06,50.1001,-91.917,64.47,88,75,8.05
511,Pasighat,IN,2022-09-20 16:18:06,28.0667,95.3333,77.27,93,100,3.15
512,Sorong,ID,2022-09-20 16:18:07,-0.8833,131.25,78.69,84,100,4.47
513,Husavik,IS,2022-09-20 16:18:07,66.0449,-17.3389,53.64,83,41,6.4
514,Morehead,US,2022-09-20 16:18:07,37.2711,-87.1764,90.0,71,0,0.0
515,Progreso,MX,2022-09-20 16:18:08,21.2833,-89.6667,88.11,66,3,5.59
516,Kumluca,TR,2022-09-20 16:18:08,36.3703,30.2869,76.41,80,23,4.54
517,Merauke,ID,2022-09-20 16:18:09,-8.4667,140.3333,78.46,87,100,10.38
518,Naryan-Mar,RU,2022-09-20 16:18:09,67.6713,53.087,49.73,88,100,16.06
519,Den Helder,NL,2022-09-20 16:18:09,52.9599,4.7593,61.02,61,40,7.0
520,Margate,GB,2022-09-20 16:18:10,51.3813,1.3862,65.89,63,100,3.0
521,Jose De Freitas,BR,2022-09-20 16:18:10,-4.7564,-42.5756,94.15,17,99,6.02
522,Rabo De Peixe,PT,2022-09-20 16:18:10,37.8,-25.5833,76.51,69,20,8.05
523,Kharan,PK,2022-09-20 16:17:03,28.5833,65.4167,90.54,13,0,4.16
524,Manzhouli,CN,2022-09-20 16:18:11,49.6,117.4333,48.45,47,95,7.18
525,Atlantic Beach,US,2022-09-20 16:18:11,30.3344,-81.3987,87.1,77,40,13.8
526,Mangrol,IN,2022-09-20 16:18:12,21.1167,70.1167,80.2,78,15,9.06
527,Innisfail,AU,2022-09-20 16:18:12,-17.5333,146.0333,72.54,89,78,3.15
528,Barcelona,ES,2022-09-20 16:18:12,41.3888,2.159,79.92,69,20,5.75
529,Manzil Kamil,TN,2022-09-20 16:18:13,35.6248,10.6673,83.64,48,0,11.5
530,Prince Rupert,CA,2022-09-20 16:15:10,54.3161,-130.3201,53.29,87,0,9.22
531,Zaozerne,UA,2022-09-20 16:18:13,45.1582,33.2787,64.15,68,77,13.47
532,Kuminskiy,RU,2022-09-20 16:18:13,58.6667,66.5667,61.7,73,83,5.32
533,Liverpool,GB,2022-09-20 16:16:33,53.4106,-2.9779,69.1,59,20,3.44
534,Terney,RU,2022-09-20 16:18:14,45.0503,136.6092,43.27,53,0,6.85
535,Minas,UY,2022-09-20 16:18:14,-34.3759,-55.2377,60.06,60,94,11.36
536,Kiunga,PG,2022-09-20 16:18:15,-6.1219,141.2906,72.75,99,100,2.35
537,Rodeo,US,2022-09-20 16:18:15,38.033,-122.2669,67.62,84,40,4.61
538,Elizabeth City,US,2022-09-20 16:18:15,36.2946,-76.2511,88.02,58,0,10.36
539,Redmond,US,2022-09-20 16:18:10,47.674,-122.1215,66.45,68,0,1.99
540,Ucluelet,CA,2022-09-20 16:15:57,48.9329,-125.5528,59.31,58,7,3.65
541,Saint Anthony,US,2022-09-20 16:18:17,45.0205,-93.218,80.15,79,40,9.22
542,Somanda,TZ,2022-09-20 16:18:17,-3.3667,33.95,85.75,23,3,8.08
543,Cabra,ES,2022-09-20 16:18:18,37.4725,-4.4421,87.35,35,35,7.34
544,Pinhao,BR,2022-09-20 16:18:18,-25.6956,-51.6597,73.49,44,20,1.77
545,Shakawe,BW,2022-09-20 16:18:19,-18.3667,21.85,82.58,12,0,7.09
546,Nanao,JP,2022-09-20 16:19:19,37.05,136.9667,62.31,68,99,11.05
547,Humaita,BR,2022-09-20 16:19:19,-7.5061,-63.0208,104.13,24,5,4.41
548,Tibiri,NE,2022-09-20 16:17:15,13.5627,7.0485,90.66,43,27,7.49
549,Bosaso,SO,2022-09-20 16:19:20,11.2842,49.1816,89.1,58,59,3.6
