City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Mahibadhoo,MV,3.7833,72.9667,80.69,78,59,9.35,moderate rain
345,Baruun-Urt,MN,46.6806,113.2792,43.14,44,0,8.39,clear sky
346,Scarborough,GB,54.2797,-0.4044,58.91,80,89,3.0,overcast clouds
347,Marawi,PH,7.9986,124.2928,69.01,92,100,2.06,overcast clouds
348,Aksu,CN,41.1231,80.2644,68.54,38,29,3.29,scattered clouds
349,Lorengau,PG,-2.0226,147.2712,82.62,75,100,7.72,overcast clouds
350,Matagami,CA,49.7502,-77.6328,60.91,67,0,10.36,clear sky
351,Jiaocheng,CN,24.6774,116.1389,71.1,99,61,0.92,broken clouds
352,Hay River,CA,60.8156,-115.7999,60.78,48,40,9.22,scattered clouds
353,Ust-Tsilma,RU,65.441,52.1498,48.83,94,99,7.29,light rain
354,Moussoro,TD,13.6408,16.4901,84.06,61,89,15.59,overcast clouds
355,Thinadhoo,MV,0.5333,72.9333,80.28,76,26,4.94,scattered clouds
356,Ahuimanu,US,21.4447,-157.8378,87.51,60,75,17.27,broken clouds
357,Vao,NC,-22.6667,167.4833,73.56,79,0,9.13,clear sky
358,Rochester,US,43.1548,-77.6156,73.04,71,75,11.5,broken clouds
359,Lampang,TH,18.3333,99.5,72.27,97,100,0.45,overcast clouds
360,Saldanha,ZA,-33.0117,17.9442,53.65,87,0,9.04,clear sky
361,Chicama,PE,-7.8447,-79.1469,59.54,70,65,10.65,broken clouds
362,Kanniyakumari,IN,8.0833,77.5667,78.17,85,94,17.52,overcast clouds
363,Kargasok,RU,59.0556,80.8572,47.8,82,100,8.52,overcast clouds
364,Datong,CN,40.0936,113.2914,50.9,49,18,4.72,few clouds
365,Peebles,GB,55.6519,-3.1888,55.72,98,65,6.24,broken clouds
366,Lagoa,PT,39.05,-27.9833,73.8,82,19,6.44,few clouds
367,Shimoda,JP,34.6667,138.95,63.1,85,100,15.61,overcast clouds
368,Moranbah,AU,-22.0016,148.0466,73.27,66,6,11.41,clear sky
369,Port-Cartier,CA,50.0334,-66.8654,55.62,80,59,6.91,broken clouds
370,Lujan,AR,-34.5703,-59.105,59.83,64,90,7.92,overcast clouds
371,Cabanas,CU,22.9758,-82.9219,83.14,75,11,6.89,few clouds
372,Batemans Bay,AU,-35.7167,150.1833,55.09,69,80,4.83,broken clouds
373,Katherine,AU,-14.4667,132.2667,77.32,73,40,4.61,scattered clouds
374,Belvidere,US,42.2639,-88.8443,89.46,71,6,7.92,heavy intensity rain
375,Urumqi,CN,43.801,87.6005,58.15,31,0,4.47,clear sky
376,Prince Rupert,CA,54.3161,-130.3201,60.89,69,0,11.5,clear sky
377,Rio Grande,BR,-32.035,-52.0986,60.91,87,100,14.97,light rain
378,Mount Pleasant,US,32.7941,-79.8626,90.3,63,0,6.91,clear sky
379,Ouegoa,NC,-20.35,164.4333,79.43,66,0,6.22,clear sky
380,Ayr,GB,55.4627,-4.6339,57.97,82,20,4.61,few clouds
381,Charters Towers,AU,-20.1,146.2667,73.65,71,82,15.17,broken clouds
382,Bilibino,RU,68.0546,166.4372,36.86,56,100,12.01,overcast clouds
383,Tilichiki,RU,60.4667,166.1,48.96,94,100,14.65,moderate rain
384,Barreirinhas,BR,-2.7469,-42.8264,78.39,81,16,11.97,few clouds
385,Shestakovo,RU,56.4915,103.96,35.31,90,99,13.18,light snow
386,Dingle,PH,10.9995,122.6711,76.06,89,100,2.17,overcast clouds
387,Istra,RU,55.9178,36.8642,46.54,92,32,1.92,scattered clouds
388,La Palma,US,33.8464,-118.0467,90.86,63,20,12.66,few clouds
389,Lavrentiya,RU,65.5833,-171.0,40.01,69,14,7.83,few clouds
390,Tsirguliina,EE,57.864,26.1947,48.25,94,95,3.91,overcast clouds
391,Mujiayingzi,CN,42.1167,118.7833,47.77,34,0,7.92,clear sky
392,Faya,SA,18.3851,42.4509,66.31,66,95,8.39,overcast clouds
393,Tondano,ID,1.3038,124.9112,66.29,86,88,1.16,overcast clouds
394,Srednekolymsk,RU,67.45,153.6833,37.24,91,100,20.36,light rain
395,Macheng,CN,31.1783,115.0319,66.56,54,100,4.23,overcast clouds
396,Mount Gambier,AU,-37.8333,140.7667,50.09,98,100,3.24,overcast clouds
397,Sorland,NO,67.667,12.6934,49.59,67,99,22.48,overcast clouds
398,Sunbury,AU,-37.5833,144.7333,57.58,87,0,0.0,clear sky
399,San Quintin,MX,30.4833,-115.95,74.57,65,82,16.08,broken clouds
400,Bandarbeyla,SO,9.4942,50.8122,78.67,83,64,20.65,broken clouds
401,Ust-Nera,RU,64.5667,143.2,29.46,93,100,4.34,light snow
402,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,81.32,74,33,4.85,scattered clouds
403,Sur,OM,22.5667,59.5289,82.89,68,0,7.4,clear sky
404,Tabou,CI,4.423,-7.3528,75.63,89,92,9.24,light rain
405,Katsuura,JP,35.1333,140.3,66.69,84,100,19.06,overcast clouds
406,Santa Cruz,BO,-17.8,-63.1667,85.46,61,40,5.75,scattered clouds
407,Riohacha,CO,11.5444,-72.9072,84.31,74,75,9.22,broken clouds
408,Havoysund,NO,70.9963,24.6622,43.03,82,100,22.62,light rain
409,Carutapera,BR,-1.195,-46.02,78.04,82,55,7.61,broken clouds
410,Geneva,US,41.8875,-88.3054,93.69,59,0,1.99,clear sky
411,Dongning,CN,44.0622,131.1207,41.74,70,0,4.21,clear sky
412,Tiksi,RU,71.6872,128.8694,32.38,98,100,11.21,light snow
413,Divo,CI,5.8397,-5.36,70.86,98,98,4.14,overcast clouds
414,Den Helder,NL,52.9599,4.7593,55.98,77,100,3.44,overcast clouds
415,Iquique,CL,-20.2208,-70.1431,60.84,77,24,8.86,few clouds
416,Mmabatho,ZA,-25.85,25.6333,51.76,46,0,8.05,clear sky
417,Deputatskiy,RU,69.3,139.9,25.2,96,100,4.92,light snow
418,Saint-Joseph,RE,-21.3667,55.6167,68.38,84,35,13.82,light rain
419,Kamaishi,JP,39.2667,141.8833,57.78,70,65,5.12,broken clouds
420,Vieques,PR,18.425,-65.8329,85.1,74,40,12.66,scattered clouds
421,Kharan,PK,28.5833,65.4167,82.94,20,0,2.75,clear sky
422,Kaz,RU,52.9113,87.3105,44.15,80,31,2.44,scattered clouds
423,Ola,RU,59.5833,151.2833,41.14,84,100,14.27,overcast clouds
424,Stornoway,GB,58.2093,-6.3865,57.92,98,100,16.11,overcast clouds
425,Cabedelo,BR,-6.9811,-34.8339,77.67,77,34,11.34,scattered clouds
426,Alyangula,AU,-13.8483,136.4192,79.18,72,53,6.08,broken clouds
427,Leninsk,RU,48.7119,45.1994,60.89,71,100,7.87,overcast clouds
428,Okha,RU,53.5739,142.9478,43.79,63,76,22.28,broken clouds
429,Hami,CN,42.8,93.45,66.94,25,1,9.28,clear sky
430,Matiari,PK,25.5961,68.4467,79.34,75,0,16.87,clear sky
431,Swellendam,ZA,-34.0226,20.4417,52.9,75,0,2.86,clear sky
432,Zyryanovsk,KZ,49.7386,84.2719,49.71,51,0,2.35,clear sky
433,Bowmore,US,34.9421,-79.3031,92.71,40,55,3.11,broken clouds
434,Inhambane,MZ,-23.865,35.3833,73.8,88,44,3.89,scattered clouds
435,Prudyanka,UA,50.2361,36.1683,49.89,91,88,7.25,overcast clouds
436,Jinchang,CN,38.4953,102.1739,61.0,46,48,4.99,scattered clouds
437,Mandurah,AU,-32.55,115.7,59.92,71,3,15.55,clear sky
438,Broome,US,42.2506,-75.833,70.09,75,34,5.01,scattered clouds
439,Kloulklubed,PW,7.0419,134.2556,77.5,71,95,4.59,overcast clouds
440,Itaituba,BR,-4.2761,-55.9836,95.16,49,20,3.44,few clouds
441,Mbaiki,CF,3.8678,17.9892,69.84,98,98,2.33,overcast clouds
442,Muhammadabad,IN,25.6333,83.75,78.17,93,100,10.29,overcast clouds
443,Eureka,US,40.8021,-124.1637,74.75,75,26,5.01,scattered clouds
444,Sambava,MG,-14.2667,50.1667,67.15,88,24,11.56,light rain
445,Edwardsville,US,38.8114,-89.9532,99.18,40,0,4.0,clear sky
446,Pangnirtung,CA,66.1451,-65.7125,37.4,60,75,11.5,broken clouds
447,Changji,CN,44.0167,87.3167,61.59,31,0,4.47,clear sky
448,Mazabuka,ZM,-15.856,27.748,80.31,24,91,3.47,overcast clouds
449,Popondetta,PG,-8.7537,148.2534,81.91,63,99,0.94,overcast clouds
450,Nuevo Progreso,MX,23.1667,-97.95,86.47,66,20,3.0,few clouds
451,Narsaq,GL,60.9167,-46.05,42.85,81,11,1.54,few clouds
452,Na Klang,TH,17.3072,102.1889,74.75,92,100,1.01,overcast clouds
453,Tucurui,BR,-3.7661,-49.6725,86.83,45,90,3.51,overcast clouds
454,Nizwa,OM,22.9333,57.5333,82.6,49,12,1.59,few clouds
455,Hirna,ET,9.2167,41.1,61.9,77,83,6.44,broken clouds
456,Cabo San Lucas,MX,22.8909,-109.9124,83.61,88,84,1.01,broken clouds
457,Manggar,ID,-2.8833,108.2667,79.75,77,100,6.51,overcast clouds
458,San Carlos De Bariloche,AR,-41.1456,-71.3082,41.25,60,75,19.57,broken clouds
459,Minas De Barroteran,MX,27.6333,-101.2833,91.83,36,3,15.61,clear sky
460,Morondava,MG,-20.2833,44.2833,73.49,72,0,12.35,clear sky
461,Wajima,JP,37.4,136.9,64.24,63,98,13.09,overcast clouds
462,Trojes,AL,41.756,19.962,50.49,64,0,8.1,clear sky
463,Lasa,IT,46.6166,10.7002,45.7,91,17,5.68,few clouds
464,Kholodnyy,RU,62.7167,147.95,31.69,91,100,4.16,light snow
465,Sao Bernardo,BR,-3.3614,-42.4178,78.3,73,33,9.33,scattered clouds
466,Lisakovsk,KZ,52.5369,62.4936,59.63,23,0,5.01,clear sky
467,Le Pradet,FR,43.1066,6.0172,67.62,69,0,2.3,clear sky
468,Zeya,RU,53.75,127.2667,36.36,85,84,3.31,broken clouds
469,Muyinga,BI,-2.8333,30.3333,64.22,71,78,3.0,broken clouds
470,Baculin,PH,7.4525,126.5842,77.77,84,100,4.54,overcast clouds
471,Sibut,CF,5.718,19.0739,70.18,97,100,3.89,overcast clouds
472,Ramsgate,GB,51.3358,1.4155,60.28,77,95,5.84,overcast clouds
473,Sonsonate,SV,13.7189,-89.7242,75.38,95,97,4.09,overcast clouds
474,Kungurtug,RU,50.5994,97.5228,39.13,92,90,4.47,overcast clouds
475,Muros,ES,42.7762,-9.0603,68.85,71,1,6.22,clear sky
476,Wakkanai,JP,45.4094,141.6739,54.88,49,5,21.36,clear sky
477,Villarrica,PY,-25.75,-56.4333,70.03,70,92,3.31,overcast clouds
478,Bontang,ID,0.1333,117.5,74.64,92,100,6.91,moderate rain
479,Kensington,AU,-33.9167,151.2167,65.91,79,75,19.57,broken clouds
480,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,93,100,5.75,overcast clouds
481,Port Hedland,AU,-20.3167,118.5667,57.25,67,0,3.44,clear sky
482,Canora,CA,51.6333,-102.4343,53.62,79,99,19.26,overcast clouds
483,Jiayuguan,CN,39.8167,98.3,61.27,32,0,6.96,clear sky
484,Port Hardy,CA,50.6996,-127.4199,60.98,63,0,3.44,clear sky
485,Kodiak,US,57.79,-152.4072,51.39,74,88,7.29,overcast clouds
486,Madhupur,IN,24.25,86.65,76.32,94,75,10.76,broken clouds
487,Bahia Honda,CU,22.9036,-83.1592,83.3,74,12,5.75,few clouds
488,General Pico,AR,-35.6566,-63.7568,53.51,34,77,7.07,broken clouds
489,Mandalgovi,MN,45.7625,106.2708,46.06,31,47,10.6,scattered clouds
490,Olafsvik,IS,64.8945,-23.7142,49.82,89,70,9.01,broken clouds
491,Charneca De Caparica,PT,38.6206,-9.1915,74.35,86,20,10.36,few clouds
492,Vardo,NO,70.3705,31.1107,39.18,87,75,13.8,broken clouds
493,Buchanan,LR,5.8808,-10.0467,75.31,90,100,9.62,light rain
494,Petrivka,UA,46.9695,30.9591,50.52,68,8,8.9,clear sky
495,Koslan,RU,63.4564,48.8989,48.02,96,100,8.59,light rain
496,Jasper,US,37.2001,-94.3502,98.01,31,0,5.99,clear sky
497,Helong,CN,42.5397,128.9972,40.26,69,0,5.39,clear sky
498,Verkh-Chebula,RU,56.0308,87.6218,41.52,92,80,0.81,broken clouds
499,Arman,RU,59.7,150.1667,41.02,85,99,4.36,overcast clouds
500,Nyrob,RU,60.733,56.7202,50.86,80,10,10.85,clear sky
501,Taksimo,RU,56.3444,114.8794,38.59,91,100,3.47,overcast clouds
502,Pabna,BD,24.0,89.25,78.24,93,21,9.26,few clouds
503,Wanning,CN,18.8003,110.3967,78.4,84,99,0.67,overcast clouds
504,Nyagan,RU,62.1406,65.3936,54.61,85,5,9.37,clear sky
505,Mulege,MX,26.8833,-111.9833,89.96,62,89,13.53,overcast clouds
506,Hvolsvollur,IS,63.7533,-20.2243,49.91,91,100,4.88,overcast clouds
507,Rio Cuarto,AR,-33.1307,-64.3499,49.77,66,75,11.5,broken clouds
508,Kununurra,AU,-15.7667,128.7333,71.58,83,12,3.44,few clouds
509,Verkh-Usugli,RU,52.7,115.1667,35.47,91,61,5.64,broken clouds
510,Provideniya,RU,64.3833,-173.3,41.36,100,100,7.0,light intensity drizzle
511,Bubaque,GW,11.2833,-15.8333,76.41,88,100,4.5,light rain
512,Guiratinga,BR,-16.3494,-53.7583,82.6,50,96,1.1,moderate rain
513,Labuhan,ID,-6.8844,112.2051,77.22,82,100,7.11,overcast clouds
514,Bom Jesus,BR,-9.0744,-44.3586,87.03,33,48,4.56,scattered clouds
515,Ekhabi,RU,53.5102,142.9671,42.98,64,65,20.49,broken clouds
516,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,86,49,18.01,scattered clouds
517,Aragarcas,BR,-15.8975,-52.2508,84.85,51,0,6.91,moderate rain
518,Kaeo,NZ,-35.1,173.7833,65.32,92,30,5.75,scattered clouds
519,Dunedin,NZ,-45.8742,170.5036,49.8,91,64,4.0,broken clouds
520,Dwarka,IN,22.2394,68.9678,79.83,77,15,9.66,few clouds
521,Pacific Grove,US,36.6177,-121.9166,75.42,69,23,10.0,few clouds
522,San Rafael,AR,-34.6177,-68.3301,58.26,33,51,5.91,broken clouds
523,Palana,RU,59.1167,159.9667,45.61,86,99,44.9,light rain
524,Edgewater,US,28.9889,-80.9023,84.25,78,40,5.75,scattered clouds
525,Gumdag,TM,39.2061,54.5906,75.51,18,0,13.51,clear sky
526,Binghamton,US,42.0987,-75.918,71.01,76,30,4.0,scattered clouds
527,Ranong,TH,9.9658,98.6348,78.69,88,100,6.53,overcast clouds
528,Marienburg,PL,54.0359,19.0266,51.89,86,100,8.81,overcast clouds
529,Pelym,RU,61.0108,61.9978,51.57,80,2,8.1,clear sky
530,Salalah,OM,17.0151,54.0924,76.3,88,43,5.75,scattered clouds
531,Porto Torres,IT,40.835,8.3972,66.38,71,2,1.43,clear sky
532,Praia Da Vitoria,PT,38.7333,-27.0667,74.75,88,40,3.89,scattered clouds
533,Nantucket,US,41.2835,-70.0995,66.31,66,100,13.8,overcast clouds
534,Acari,PE,-15.4311,-74.6158,64.62,77,64,8.41,broken clouds
535,Le Moule,GP,16.3332,-61.3473,84.24,100,89,5.01,overcast clouds
536,Arnprior,CA,45.4334,-76.3494,59.14,80,100,2.59,overcast clouds
537,Bowen,AU,-20.0167,148.2333,76.28,73,100,11.59,overcast clouds
538,Kulhudhuffushi,MV,6.6221,73.07,80.33,79,72,10.25,broken clouds
539,Foggia,IT,41.45,15.5333,60.85,43,99,3.33,overcast clouds
540,Honiara,SB,-9.4333,159.95,74.71,97,100,6.11,overcast clouds
541,Duncan,US,34.5023,-97.9578,96.06,31,40,11.5,scattered clouds
542,Zelenoborskiy,RU,66.845,32.3622,40.91,79,15,11.34,few clouds
543,Dhidhdhoo,MV,6.8833,73.1,80.67,79,68,10.22,broken clouds
544,Sibu,MY,2.3,111.8167,75.51,94,40,7.0,light rain
545,Victor Harbor,AU,-35.5667,138.6167,54.68,93,64,11.07,broken clouds
546,Lamar,US,33.6668,-95.5836,99.99,41,0,9.33,clear sky
547,Dzhebariki-Khaya,RU,62.2167,135.8,27.66,65,4,2.77,clear sky
548,Flinders,AU,-34.5833,150.8552,65.05,84,100,7.0,overcast clouds
549,Tabas,IR,33.5959,56.9244,77.22,18,0,2.3,clear sky
550,Henties Bay,NA,-22.116,14.2845,55.44,73,0,1.86,clear sky
551,Eyl,SO,7.9803,49.8164,78.01,82,55,17.05,broken clouds
552,Antigonish,CA,45.6169,-61.9986,56.82,87,100,14.32,overcast clouds
553,Wattegama,LK,6.7989,81.4808,75.38,84,9,4.92,clear sky
554,Flin Flon,CA,54.7682,-101.865,51.64,87,100,5.75,overcast clouds
555,Mayo,US,38.8876,-76.5119,84.13,54,22,1.01,few clouds
556,Sobolevo,RU,54.4299,31.8996,44.82,91,62,3.83,broken clouds
557,Pozo Colorado,PY,-23.4923,-58.7972,77.31,56,95,5.91,overcast clouds
558,Kondinskoye,RU,59.6481,67.41,60.8,81,100,7.43,overcast clouds
559,Kuminskiy,RU,58.6667,66.5667,57.83,75,100,5.26,overcast clouds
560,Madison,US,34.7334,-86.5667,95.95,46,0,11.5,clear sky
561,Gloversville,US,43.0528,-74.3438,67.3,80,100,5.75,overcast clouds
562,Kankan,GN,10.3854,-9.3057,70.72,96,100,2.73,overcast clouds
563,Swan Hill,AU,-35.3378,143.5544,51.51,97,100,14.63,overcast clouds
564,Qingyuan,CN,23.7,113.0333,80.58,92,79,1.41,broken clouds
565,Bathsheba,BB,13.2167,-59.5167,84.81,79,20,13.8,few clouds
566,Iskateley,RU,67.6803,53.1512,45.19,93,100,15.88,overcast clouds
567,Mareeba,AU,-17.0,145.4333,74.12,86,90,6.33,overcast clouds
568,Sioux Lookout,CA,50.1001,-91.917,73.47,56,75,16.11,broken clouds
569,Flagstaff,US,35.1981,-111.6513,71.56,60,40,10.36,scattered clouds
570,Banfora,BF,10.6333,-4.7667,71.83,98,100,3.89,overcast clouds
571,Belmonte,BR,-15.8631,-38.8828,72.63,85,33,7.9,scattered clouds
572,Lesozavodsk,RU,45.4794,133.4244,40.51,74,13,8.72,few clouds
573,Broken Hill,AU,-31.95,141.4333,54.05,86,90,23.96,overcast clouds
574,Raudeberg,NO,61.9875,5.1352,50.86,67,100,18.66,overcast clouds
575,Tual,ID,-5.6667,132.75,82.09,78,92,9.15,overcast clouds
576,Puerto Madero,MX,14.7208,-92.4215,81.63,76,63,4.5,broken clouds
577,Danjiangkou,CN,32.5428,111.5086,62.76,78,100,1.28,overcast clouds
578,Viedma,AR,-40.8135,-62.9967,50.36,45,2,6.22,clear sky
579,Giyani,ZA,-23.3025,30.7187,60.64,77,100,10.65,light rain
580,Kerema,PG,-7.9631,145.7785,80.62,78,50,7.4,scattered clouds
581,Tezu,IN,27.9167,96.1667,74.03,97,99,3.09,overcast clouds
582,Toyooka,JP,35.5333,134.8333,63.82,73,100,6.33,overcast clouds
583,Antofagasta,CL,-23.65,-70.4,58.28,73,5,12.37,clear sky
584,Nichinan,JP,31.6,131.3667,65.88,76,41,13.76,scattered clouds
585,Yeppoon,AU,-23.1333,150.7333,71.38,83,7,10.27,clear sky
586,La Macarena,CO,2.1837,-73.7849,84.74,65,100,1.97,overcast clouds
587,Fondi,IT,41.3541,13.4313,66.96,65,12,4.09,few clouds
588,Dera Bugti,PK,29.0307,69.151,84.29,42,0,5.55,clear sky
589,Baykit,RU,61.67,96.37,30.9,71,56,8.88,broken clouds
590,Rapid Valley,US,44.0625,-103.1463,76.77,40,0,10.0,clear sky
591,Tavares,US,28.8042,-81.7256,86.13,82,100,4.61,moderate rain
592,Sangolqui,EC,-0.3341,-78.4522,60.24,80,100,1.81,light rain
593,Jiaojiang,CN,28.6803,121.4428,65.59,83,71,7.92,broken clouds
594,Acapulco,MX,16.8634,-99.8901,80.98,87,98,9.86,overcast clouds
595,Ahipara,NZ,-35.1667,173.1667,61.3,80,6,5.35,clear sky
596,Namatanai,PG,-3.6667,152.4333,78.66,84,100,4.68,light rain
597,Le Mars,US,42.7942,-96.1656,99.36,25,0,6.91,clear sky
598,Kattivakkam,IN,13.2167,80.3167,84.29,71,100,10.76,overcast clouds
599,Lahij,YE,13.1667,44.5833,88.02,45,59,4.09,broken clouds
600,Bundaberg,AU,-24.85,152.35,74.21,79,17,1.99,few clouds
601,Maltahohe,NA,-24.8333,16.9833,49.98,28,0,11.36,clear sky
602,Ystad,SE,55.4297,13.8204,45.37,72,89,8.12,overcast clouds
603,Loding,NO,67.3,14.75,46.31,89,100,8.05,overcast clouds
604,Manado,ID,1.487,124.8455,74.17,94,40,3.44,scattered clouds
605,Bambanglipuro,ID,-7.95,110.2833,75.34,89,100,5.39,overcast clouds
606,Provost,CA,52.3501,-110.2683,52.25,48,96,12.26,overcast clouds
607,Evensk,RU,61.95,159.2333,44.65,94,100,12.24,light rain
608,Kastamonu,TR,41.5,33.6667,53.38,81,100,4.21,overcast clouds
609,Pangody,RU,65.85,74.4859,48.34,98,100,16.04,overcast clouds
610,Yangjiang,CN,21.85,111.9667,75.27,92,73,6.2,light rain
611,Myitkyina,MM,25.3833,97.4,73.87,100,98,1.23,overcast clouds
612,Westport,US,41.1415,-73.3579,78.08,61,80,4.0,broken clouds
613,Naica,MX,27.85,-105.4833,83.57,38,73,7.49,broken clouds
614,Porto Nacional,BR,-10.7081,-48.4172,89.6,27,91,2.3,overcast clouds
615,Taga,RO,46.95,24.05,43.32,91,58,2.33,broken clouds
616,Jalu,LY,29.0331,21.5482,86.02,27,0,6.89,clear sky
617,Saint-Jerome,CA,45.7804,-74.0036,57.58,91,100,6.08,overcast clouds
618,Baghmara,IN,23.795,86.2085,75.49,98,36,6.26,scattered clouds
619,Churapcha,RU,62.0025,132.4325,25.0,80,5,7.7,clear sky
620,Nizhniy Tsasuchey,RU,50.5167,115.1333,46.02,70,100,13.11,overcast clouds
621,Kamennomostskiy,RU,44.2983,40.1856,59.99,99,100,2.39,overcast clouds
622,Ballina,AU,-28.8667,153.5667,66.02,91,100,8.5,overcast clouds
623,Gunupur,IN,19.0833,83.8167,73.45,91,83,2.24,broken clouds
624,Khandyga,RU,62.6667,135.6,27.54,64,2,4.61,clear sky
625,Sebinkarahisar,TR,40.2883,38.4236,58.3,76,100,2.68,light rain
626,Napasar,IN,27.9667,73.55,85.64,34,17,5.7,few clouds
627,Abnub,EG,27.2696,31.1511,79.3,35,0,5.95,clear sky
628,Inverness,GB,57.4791,-4.224,58.98,86,40,6.91,scattered clouds
629,Edd,ER,13.9297,41.6925,88.3,74,88,8.1,overcast clouds
630,Carambei,BR,-24.9178,-50.0972,60.13,77,56,3.76,broken clouds
631,Trujillo,PE,-8.116,-79.03,65.01,80,58,11.77,broken clouds
632,Shelburne,CA,44.0787,-80.2041,73.76,56,71,5.23,broken clouds
633,Arrecife,ES,28.963,-13.5477,73.38,78,20,6.91,few clouds
634,Kyzyl-Suu,KG,42.3414,78.0056,57.07,53,100,4.63,overcast clouds
635,Imbituba,BR,-28.24,-48.6703,61.97,91,8,8.81,clear sky
636,Crateus,BR,-5.1783,-40.6775,83.79,18,58,4.16,broken clouds
637,Arecibo,PR,18.4724,-66.7157,85.28,73,78,7.61,broken clouds
638,Laguna,US,38.421,-121.4238,79.32,54,40,8.05,scattered clouds
639,Mumford,GH,5.2618,-0.759,75.16,90,58,5.77,broken clouds
640,Amapa,BR,1.0,-52.0,77.63,71,98,6.04,overcast clouds
641,Pio Xii,BR,-3.8325,-45.1525,85.32,47,87,6.42,overcast clouds
642,Matata,NZ,-37.8833,176.75,62.58,87,100,4.85,overcast clouds
643,Chemal,RU,51.4111,86.005,48.6,70,76,4.36,broken clouds
644,Pombas,CV,17.1503,-25.0201,76.28,72,54,11.3,broken clouds
645,Korsakov,RU,46.6328,142.7813,44.44,57,6,14.99,clear sky
646,Pundaguitan,PH,6.3711,126.1689,83.21,71,100,5.03,overcast clouds
647,Wellington,NZ,-41.2866,174.7756,57.06,86,40,16.11,scattered clouds
648,Nakamura,JP,32.9833,132.9333,64.45,77,72,2.62,broken clouds
649,Skibbereen,IE,51.55,-9.2667,58.1,87,97,5.32,overcast clouds
650,Pryozerne,UA,45.2698,36.3303,62.85,69,1,16.22,clear sky
651,Hervey Bay,AU,-25.2986,152.8535,70.5,68,26,9.26,scattered clouds
652,Tahoua,NE,14.8888,5.2692,85.57,52,14,6.51,few clouds
653,General Roca,AR,-39.0333,-67.5833,59.63,25,28,15.61,scattered clouds
654,San Ramon,US,37.7799,-121.978,78.93,55,64,5.01,broken clouds
655,Port Augusta,AU,-32.5,137.7667,58.44,82,80,18.9,broken clouds
656,Lazaro Cardenas,MX,17.9583,-102.2,79.7,87,90,3.74,overcast clouds
657,Majene,ID,-3.5403,118.9707,75.76,87,91,5.03,overcast clouds
658,Iralaya,HN,15.0,-83.2333,84.04,71,42,7.76,scattered clouds
659,Luis Correia,BR,-2.8792,-41.6669,82.4,83,75,12.66,broken clouds
660,Sept-Iles,CA,50.2001,-66.3821,54.05,70,72,1.01,broken clouds
661,Bayshore Gardens,US,27.4253,-82.5904,90.1,76,32,10.18,light rain
662,Soyo,AO,-6.1349,12.3689,73.49,88,36,9.86,scattered clouds
663,Pavino,RU,59.1139,46.1414,50.31,78,100,11.27,overcast clouds
664,Fenelon Falls,CA,44.5334,-78.7496,71.56,59,17,4.14,few clouds
665,Dauphin,CA,51.1494,-100.0502,60.51,55,74,21.79,broken clouds
666,Almazar,UZ,40.3217,69.0106,69.31,27,3,4.27,clear sky
667,Ashland,US,40.8167,-82.2665,77.97,57,57,4.85,broken clouds
668,Aquiraz,BR,-3.9014,-38.3911,80.19,82,4,13.91,clear sky
669,Sangar,RU,63.9242,127.4739,25.99,75,9,5.88,clear sky
670,Svetlogorsk,BY,52.6333,29.7333,45.93,90,99,4.56,overcast clouds
671,San Luis,AR,-33.295,-66.3356,57.33,42,85,11.23,overcast clouds
